Sample_ID,Compound_1_Name,Compound_2_Name,Compound_3_Name,Compound_1_SMILES,Compound_2_SMILES,Compound_3_SMILES,Compound_1_WT%,Compound_2_WT%,Compound_3_WT%,Temperature_C,Humidity_pct,Pressure_atm,StirringSpeed_rpm,ReactionTime_h,Target_Property
SAMPLE_024,Compound_A_24,Compound_B_24,Compound_C_24,CCO,CC(=O)O,c1ccccc1C,41.26732990730356,26.20053079630236,35.85110363891627,31.830271836672935,81.04905107016877,1.631952937790175,356,13.090874192961774,68.08503286659182
SAMPLE_025,Compound_A_25,Compound_B_25,Compound_C_25,CCO,CCO,CCO,36.584599307237234,28.218833819634014,33.09007494819668,114.43161424452967,35.27325747240863,0.6543740461162175,177,4.948623574510981,61.542980244381376
SAMPLE_026,Compound_A_26,Compound_B_26,Compound_C_26,CC(=O)O,c1ccccc1C,CCO,28.895304309433953,26.437673591251226,44.06327747080202,91.1680198968845,78.35189320446861,1.3047220272268922,470,7.2630685099454855,154.44331638172096
SAMPLE_027,Compound_A_27,Compound_B_27,Compound_C_27,CC(=O)O,CCN,c1ccccc1,32.5934256933883,31.317772496839275,49.33702006262813,78.61835816409356,33.33920936141852,1.0682323483353735,274,1.422985560591735,100.98124456520992
SAMPLE_028,Compound_A_28,Compound_B_28,Compound_C_28,c1ccccc1,c1ccccc1C,c1ccccc1,27.68620830783374,21.16889396930701,36.680151159277536,138.3612661924255,80.5388421178909,1.1855003289225174,293,22.028872550891478,158.71501572931422
SAMPLE_029,Compound_A_29,Compound_B_29,Compound_C_29,c1ccccc1C,CCN,CC(=O)O,38.34541132597042,38.547616530136786,29.68059164832751,58.73472870045356,33.09812867247077,1.4059368081087689,212,3.708274906473246,59.803451119841355
SAMPLE_030,Compound_A_30,Compound_B_30,Compound_C_30,c1ccccc1C,CCN,c1ccccc1C,22.447825412007212,30.096626446661794,21.302023498945182,88.06829588195146,31.094548885701663,1.2534325211937953,213,14.259878936827832,97.29355067459156
SAMPLE_031,Compound_A_31,Compound_B_31,Compound_C_31,CC(=O)O,CC(=O)O,c1ccccc1,20.155545883219602,39.67167906142227,47.739299906707885,110.69344329415024,71.8176877419853,1.309790955669255,321,7.303270075805738,130.9236938563006
SAMPLE_032,Compound_A_32,Compound_B_32,Compound_C_32,c1ccccc1C,CCN,CCO,38.83683244845908,31.56189862896695,47.57347145835978,123.54133083760405,89.83533208610366,1.2295362229934117,265,13.746094057863248,168.60847472584453
SAMPLE_033,Compound_A_33,Compound_B_33,Compound_C_33,c1ccccc1C,c1ccccc1C,c1ccccc1C,25.82821860536127,40.448410069183694,27.589705039677234,79.71508503300242,83.79661577844125,1.11343276562824,418,15.982668932092878,97.81287543981048
SAMPLE_034,Compound_A_34,Compound_B_34,Compound_C_34,CCO,CCN,c1ccccc1C,22.128227509997828,30.218737083927202,40.862333693199425,129.47188395243225,64.55990506833959,1.6578229708973677,231,20.084061485265636,143.88370646555137
SAMPLE_035,Compound_A_35,Compound_B_35,Compound_C_35,CC(=O)O,CC(=O)O,CCO,31.903514816416653,27.820835847077092,22.26303641269308,119.95930637100167,85.0437367851319,0.5183046084770668,484,5.747689250493874,182.89666223542807
SAMPLE_036,Compound_A_36,Compound_B_36,Compound_C_36,CCN,CC(=O)O,c1ccccc1,21.523055931181908,34.881123628802186,24.98646295727759,28.61067712074256,30.318000383856326,1.3976640518078405,363,1.252904059145051,142.3794782273457
SAMPLE_037,Compound_A_37,Compound_B_37,Compound_C_37,CC(=O)O,c1ccccc1C,CCO,46.598514468519795,40.78671076075818,26.504273197594735,25.96196463260228,88.50402977670855,1.3482625209844608,154,4.148369491582567,84.94392121304506
SAMPLE_038,Compound_A_38,Compound_B_38,Compound_C_38,CCN,c1ccccc1,c1ccccc1C,20.82850315621114,30.450098133595922,28.834818405182894,100.70473897487187,59.444926755527064,1.5742686120994283,458,21.700428762506416,53.660117233480705
SAMPLE_039,Compound_A_39,Compound_B_39,Compound_C_39,CCO,c1ccccc1,CCN,37.36594686522676,48.09944455567122,49.87494125088112,65.16374306930385,73.37376579730653,1.3985440471659898,230,21.09947178393785,180.5148310851395
SAMPLE_040,Compound_A_40,Compound_B_40,Compound_C_40,c1ccccc1,CCN,CCN,33.15422369054261,21.17558980026939,40.90775167591444,47.187002840206844,79.25168838920115,1.7401982417136175,387,14.740501349917091,53.19041162755807
SAMPLE_041,Compound_A_41,Compound_B_41,Compound_C_41,c1ccccc1C,CCO,CC(=O)O,40.16078405885598,32.53838095146736,31.5260549413766,95.354491481326,73.10743625019322,1.9386121918460417,365,14.811887789974028,181.2052509026299
SAMPLE_042,Compound_A_42,Compound_B_42,Compound_C_42,CCO,CCN,CCO,29.844580024241957,49.02741654560742,42.11302117529058,64.40321735935086,62.102203922694635,1.013786385767815,465,16.295843514563877,129.3405701040818
SAMPLE_043,Compound_A_43,Compound_B_43,Compound_C_43,c1ccccc1C,c1ccccc1C,CCO,24.651248501832328,36.439156497442625,47.457630250073194,89.84424417282911,58.597169047584714,0.8410264745449805,261,5.03353940833934,190.86015477693442
SAMPLE_044,Compound_A_44,Compound_B_44,Compound_C_44,c1ccccc1,c1ccccc1C,CC(=O)O,49.45522664931593,32.704128269243554,48.761072222235384,79.81549066786437,80.31495352215748,1.1353952936307243,479,22.031474756274076,169.81748536604982
SAMPLE_045,Compound_A_45,Compound_B_45,Compound_C_45,c1ccccc1,c1ccccc1C,CC(=O)O,45.1680050620809,37.05560851249875,21.73591693273122,96.01959377338999,42.30465360896755,0.9318944247135892,186,10.631722072517682,199.69011658000062
SAMPLE_046,Compound_A_46,Compound_B_46,Compound_C_46,CCO,c1ccccc1C,CC(=O)O,45.81213854935026,37.27773725774254,31.835653958243896,72.03906355833658,88.07964399025406,1.4224253947289816,154,9.81218614973844,102.60677231775652
SAMPLE_047,Compound_A_47,Compound_B_47,Compound_C_47,c1ccccc1,c1ccccc1C,c1ccccc1C,27.50754081547592,41.94943265898921,23.20268197807653,110.69678458060113,72.6571487302049,1.8677786132644472,387,12.935107221505262,165.07824333966903
SAMPLE_048,Compound_A_48,Compound_B_48,Compound_C_48,CCN,CC(=O)O,CCO,21.165042032882695,23.830691882673968,30.069801943908896,43.40874540540881,41.97041564029919,0.7086742912145928,277,2.0802172358262663,110.28963704138633
SAMPLE_049,Compound_A_49,Compound_B_49,Compound_C_49,c1ccccc1,c1ccccc1,c1ccccc1C,29.097965440196685,27.50049347648314,25.090397116866967,110.54519060952026,74.17483102190928,0.6511919045238297,490,4.824517481389826,121.98134304558633
SAMPLE_050,Compound_A_50,Compound_B_50,Compound_C_50,c1ccccc1C,c1ccccc1C,CC(=O)O,36.112472815899665,37.416320370317294,39.40545085006171,73.51595786647866,61.790401390867004,0.8840232977804934,448,17.97477317780652,144.1258194827555
SAMPLE_051,Compound_A_51,Compound_B_51,Compound_C_51,c1ccccc1C,CCO,CCO,29.799537253881226,46.013498216291666,31.648051519696168,133.66128863107423,72.43380573866668,1.5891433790936011,107,2.904369362277909,181.05156712795082
SAMPLE_052,Compound_A_52,Compound_B_52,Compound_C_52,c1ccccc1C,CCO,c1ccccc1C,44.836070113627656,36.85600076431321,26.88184237114849,86.98068713234741,76.06677008657033,1.3894443578882323,420,14.872498517726928,197.61252037989428
SAMPLE_053,Compound_A_53,Compound_B_53,Compound_C_53,c1ccccc1C,CCO,c1ccccc1C,28.146287474592256,27.157905793710206,27.978137748927168,146.50434540511355,35.237410775380525,0.6533189963377994,412,6.643029522670382,165.24101207967772
SAMPLE_054,Compound_A_54,Compound_B_54,Compound_C_54,CCN,CCO,CC(=O)O,48.95755491172309,40.39534339700737,30.810352856158048,98.25160142032483,60.36623738156082,1.8781257833911198,346,9.95379912296546,112.66501732510007
SAMPLE_055,Compound_A_55,Compound_B_55,Compound_C_55,CC(=O)O,CC(=O)O,CCO,33.71795484841186,42.19726281342123,27.79849588562788,49.10037856782168,85.92086053541604,1.6851269556861301,422,7.639955945726097,113.20355034156053
SAMPLE_056,Compound_A_56,Compound_B_56,Compound_C_56,CCO,CCO,CC(=O)O,45.26069225035944,27.147084572119383,33.59722540486493,126.83278278977839,49.23853152957086,0.5345339071814563,354,9.18047247869383,160.63734523833372
SAMPLE_057,Compound_A_57,Compound_B_57,Compound_C_57,c1ccccc1C,c1ccccc1C,CCO,25.83140101984619,31.331866585288846,20.969478533289514,64.86074161691027,65.63298585347393,1.4770508164823692,427,17.538055819237645,85.81657186524535
SAMPLE_058,Compound_A_58,Compound_B_58,Compound_C_58,c1ccccc1,CCN,CCN,32.34061715170036,36.0298242059169,28.39290521506837,65.19049788274886,52.15382889059377,1.656870002779607,153,7.833799459333026,66.5711169697092
SAMPLE_059,Compound_A_59,Compound_B_59,Compound_C_59,c1ccccc1C,CCO,c1ccccc1,40.98536632301581,34.896835720492334,32.33620162616559,24.13460859307147,57.25607833314598,1.061653054580633,348,14.027306726828636,103.19332364611648
SAMPLE_060,Compound_A_60,Compound_B_60,Compound_C_60,c1ccccc1,CC(=O)O,c1ccccc1,24.15059277253404,31.688542586576105,38.083456460698955,91.33299019696312,62.91618707628919,0.6033823090508281,338,11.949159250579292,93.08584874811226
SAMPLE_061,Compound_A_61,Compound_B_61,Compound_C_61,c1ccccc1,CC(=O)O,c1ccccc1,23.982362667289095,28.92905523527933,28.128729275453896,89.475055485228,62.93531879333864,0.6159815982331809,328,16.264436803340907,94.44621806839851
SAMPLE_062,Compound_A_62,Compound_B_62,Compound_C_62,c1ccccc1C,CCO,CC(=O)O,49.08610601342477,22.999546614855902,23.99555375671249,66.2788929553582,42.10382773981415,0.6563704490777142,166,22.547084004469433,85.0411626574865
SAMPLE_063,Compound_A_63,Compound_B_63,Compound_C_63,CCN,CCN,CCN,41.43785312539856,21.60455890242107,22.286011387974895,136.24824417647034,71.07429287279,1.7606594479706343,150,17.849158235835755,56.31397844545428
SAMPLE_064,Compound_A_64,Compound_B_64,Compound_C_64,c1ccccc1,CCO,CCO,21.232025503036272,48.75624490649595,48.215954814061504,36.737291778953704,35.27208667455941,1.8660292973835695,196,5.943628707587406,52.68109021001207
SAMPLE_065,Compound_A_65,Compound_B_65,Compound_C_65,c1ccccc1,CC(=O)O,c1ccccc1C,31.964627043343835,45.41429432286769,32.49917173215438,62.912936730320205,38.32948640652123,0.6842161727686007,191,1.7172121064095474,198.15835846040474
SAMPLE_066,Compound_A_66,Compound_B_66,Compound_C_66,c1ccccc1C,c1ccccc1,CCO,33.005622127422264,30.647155713881617,37.43487863542479,61.80575940840377,30.16265396485978,0.8538590518926218,363,7.032073018895977,114.16597006037935
SAMPLE_067,Compound_A_67,Compound_B_67,Compound_C_67,c1ccccc1,c1ccccc1C,c1ccccc1C,42.32127928997346,48.70402655379369,47.575296555066785,31.99777620973699,37.00176384850088,0.7482807655509347,390,14.68679240610586,107.64899707395224
SAMPLE_068,Compound_A_68,Compound_B_68,Compound_C_68,c1ccccc1,CC(=O)O,CCO,27.525815820399835,40.3030971327291,22.482452601059183,82.54890122731811,58.38997206311353,0.779481319241181,195,2.182793710137758,151.94709240396048
SAMPLE_069,Compound_A_69,Compound_B_69,Compound_C_69,c1ccccc1C,CCO,CCN,25.5300102299411,34.47562848927927,46.29984457777378,109.4120132224908,66.36611286335031,1.7562361835037381,187,12.416423685628436,82.73808317975963
SAMPLE_070,Compound_A_70,Compound_B_70,Compound_C_70,c1ccccc1C,c1ccccc1C,c1ccccc1C,22.42618899851593,34.79076973315415,36.5476361763221,86.51541176114397,77.65736699798774,0.9982196189824084,177,14.727385525088453,192.4941775925338
SAMPLE_071,Compound_A_71,Compound_B_71,Compound_C_71,CCO,CCO,CC(=O)O,32.84943424820323,22.49853233585779,24.94502783411003,40.40709875310519,36.40195500680616,0.9671663960684618,387,8.687609488790098,167.9517521623328
SAMPLE_072,Compound_A_72,Compound_B_72,Compound_C_72,CCN,CCO,CCO,40.65499702296099,22.751124417754433,32.33765349756107,69.04717548146944,81.04364760098728,0.8410934313156689,219,18.730980686153906,63.411650346838925
SAMPLE_073,Compound_A_73,Compound_B_73,Compound_C_73,CCN,c1ccccc1,CCO,21.745807865253308,38.073227777033566,43.32806851205677,20.337353169874053,74.7584715329231,1.4118415906913881,401,3.4517598220767516,112.63711636773925
SAMPLE_074,Compound_A_74,Compound_B_74,Compound_C_74,c1ccccc1,c1ccccc1C,c1ccccc1C,47.456411828794415,36.61109157037402,34.411102455990644,132.8791439146263,54.51109757615501,1.0689585475783232,499,2.7281689799236015,181.8677461343247
SAMPLE_075,Compound_A_75,Compound_B_75,Compound_C_75,CCN,c1ccccc1C,CC(=O)O,33.27056689193313,26.38183685072687,49.55858151996513,30.98721099848865,85.97628402599727,1.6163744777649334,264,17.748341392682878,191.70980334371154
SAMPLE_076,Compound_A_76,Compound_B_76,Compound_C_76,c1ccccc1,c1ccccc1,CC(=O)O,27.1936207747221,48.38583628645071,31.302169098138222,97.64615069320597,89.45576858744343,0.8083697125634562,281,12.396300272742565,120.11022668748046
SAMPLE_077,Compound_A_77,Compound_B_77,Compound_C_77,CCO,CC(=O)O,CCN,22.816198702438754,43.43888151413608,42.48734899928216,148.21340946268597,42.30010860319423,1.6816848330717387,497,16.83325511783793,142.01170838160616
SAMPLE_078,Compound_A_78,Compound_B_78,Compound_C_78,c1ccccc1C,CCO,CC(=O)O,25.485979913219218,23.40393806052344,31.789683469365773,89.75678397835323,52.75371509782802,1.4055822975952084,322,11.001028787886163,75.05509191381128
SAMPLE_079,Compound_A_79,Compound_B_79,Compound_C_79,c1ccccc1C,CCN,CC(=O)O,48.03841992019129,47.92787317061878,44.87492662119543,140.1254286839663,85.58696541538268,0.6714009500835316,410,6.667246764499456,198.6752939205465
SAMPLE_080,Compound_A_80,Compound_B_80,Compound_C_80,c1ccccc1C,CCO,CC(=O)O,39.14811781530051,49.22744625603231,37.07244407497243,50.69514930526256,73.29579304507664,1.1217568763054415,106,19.839353306506595,84.7507552075165
SAMPLE_081,Compound_A_81,Compound_B_81,Compound_C_81,CCN,CCO,c1ccccc1,35.500887722797,49.877937260909874,21.90535488770004,118.79420316188613,32.88567863784526,1.7952772109194355,429,19.386565216286524,191.40976612026884
SAMPLE_082,Compound_A_82,Compound_B_82,Compound_C_82,CCO,CC(=O)O,CCN,39.713339855005,21.6761346403205,21.10465602907974,89.06454801655943,76.89086890508489,1.8844403476977272,362,16.978018829651816,147.44699734885526
SAMPLE_083,Compound_A_83,Compound_B_83,Compound_C_83,CCN,CCO,CCO,33.07018696033673,42.111066703730266,24.015563564018997,113.66708798089043,79.67645323064951,1.1985501834782197,260,7.259338156289142,141.16051923182886
SAMPLE_084,Compound_A_84,Compound_B_84,Compound_C_84,CCN,c1ccccc1,c1ccccc1C,41.90117949685455,36.37747310494967,20.41015894480992,28.104377126461387,75.03011548591881,1.2212554671336102,250,14.575305337989004,126.9032766524763
SAMPLE_085,Compound_A_85,Compound_B_85,Compound_C_85,CCO,c1ccccc1,CCO,21.431483830749464,41.17494451636084,22.26077181057387,39.206081947809466,77.97222785517093,1.8776820874089517,184,9.302399629620616,84.6004717576638
SAMPLE_086,Compound_A_86,Compound_B_86,Compound_C_86,CCO,c1ccccc1C,CCN,36.98111631482229,49.059558319224045,40.75143191506736,37.30520071637217,79.50796060156783,1.3806023362048507,246,3.1063876865125852,76.47920480082624
SAMPLE_087,Compound_A_87,Compound_B_87,Compound_C_87,CCO,CCN,c1ccccc1C,24.75939342927473,40.64090030525117,36.03038825088389,109.33151570243304,41.184299207288646,0.5492700053651576,211,22.098212235631586,83.0729313605263
SAMPLE_088,Compound_A_88,Compound_B_88,Compound_C_88,CCO,CCO,CCN,23.604939434169264,45.10891622712121,42.49732248409916,129.77728744237174,44.14150476389999,1.8691241943186934,480,4.146828511136112,77.96573932163818
SAMPLE_089,Compound_A_89,Compound_B_89,Compound_C_89,c1ccccc1C,CCO,CC(=O)O,30.256390001492047,46.00606115932524,47.39497256772928,117.45011016111636,68.02551382321064,0.8723396641357278,135,22.855459137878455,166.937671035013
SAMPLE_090,Compound_A_90,Compound_B_90,Compound_C_90,CC(=O)O,CC(=O)O,c1ccccc1C,22.753971974403257,45.15442291291955,37.55448596976416,23.96137985536724,84.47196782775096,1.3664479311373208,384,11.258132778032982,102.5187888750095
SAMPLE_091,Compound_A_91,Compound_B_91,Compound_C_91,CC(=O)O,c1ccccc1,CC(=O)O,22.824709648056803,32.78274425140823,41.783625322155444,132.737947539714,48.97179493778968,0.7482699761419607,287,5.258057363288252,58.676401484509455
SAMPLE_092,Compound_A_92,Compound_B_92,Compound_C_92,CCO,CCN,CCO,29.342399281738828,26.677292527130916,42.71243606127368,66.0390672031063,65.29840054770341,0.5508187403698925,181,13.463721789702237,195.3653945211217
SAMPLE_093,Compound_A_93,Compound_B_93,Compound_C_93,CC(=O)O,c1ccccc1C,CCO,49.38531585864526,31.899548058627555,31.335516478273593,71.63129822553073,70.97892380502795,0.9672097566991361,101,21.077754225157392,182.56788274451387
SAMPLE_094,Compound_A_94,Compound_B_94,Compound_C_94,CC(=O)O,c1ccccc1,c1ccccc1C,25.259908096680157,46.7569072633033,27.232544969888956,33.63299164922252,57.116916077942356,1.6707435613191315,484,17.841172387419906,189.16284247928195
SAMPLE_095,Compound_A_95,Compound_B_95,Compound_C_95,CCO,c1ccccc1C,c1ccccc1C,20.514833054952508,24.398144650760763,26.151359855195746,115.86267679219648,72.82694729131956,0.9163807589441272,402,19.550906400813343,199.23617339696528
SAMPLE_096,Compound_A_96,Compound_B_96,Compound_C_96,CC(=O)O,CC(=O)O,CCN,42.90093269011733,35.39978506077179,27.543273185353954,43.696904201874545,83.98004671753039,0.8301458211216456,296,16.152017434346497,76.0842873829231
SAMPLE_097,Compound_A_97,Compound_B_97,Compound_C_97,CCN,CC(=O)O,CCN,44.207389311523386,26.996842172735835,28.241953910777262,93.31546196244872,67.44609265091026,0.8190211765118394,110,16.922360983910608,109.4363028353988
SAMPLE_098,Compound_A_98,Compound_B_98,Compound_C_98,c1ccccc1,CCO,CC(=O)O,30.389129632682025,37.43916251680347,26.21682947024169,129.29229816413104,62.38686371487798,1.2727605236102189,333,20.531499986002345,163.73577135561368
SAMPLE_099,Compound_A_99,Compound_B_99,Compound_C_99,c1ccccc1,CCN,c1ccccc1C,33.940214388188345,45.89415565967012,46.34662002437577,31.596562732567307,56.324680523300344,1.9633119735241344,485,6.7423642037612765,154.40309270806884
SAMPLE_100,Compound_A_100,Compound_B_100,Compound_C_100,CCO,c1ccccc1C,CCO,39.4932104792829,46.41079905915251,42.70997396516686,89.59362332201806,64.64917625436755,1.1884834820255197,294,12.256774163792231,73.08438595097826
